"BCU","isurban","year","month","unit","mess_sect","value"
1,0,2020,1,"GWh/mth","agri",0.00064742022129783
1,0,2020,1,"GWh/mth","ind_man",0.32215689535855
1,0,2020,1,"GWh/mth","res_com",0.848133621078588
1,0,2020,2,"GWh/mth","agri",0.000397009335716675
1,0,2020,2,"GWh/mth","ind_man",0.313164438009361
1,0,2020,2,"GWh/mth","res_com",0.825610172736165
1,0,2020,3,"GWh/mth","agri",0.000264674243168601
1,0,2020,3,"GWh/mth","ind_man",0.305835879977258
1,0,2020,3,"GWh/mth","res_com",0.806980722806969
1,0,2020,4,"GWh/mth","agri",0.000104278483319652
1,0,2020,4,"GWh/mth","ind_man",0.299027490766752
1,0,2020,4,"GWh/mth","res_com",0.78936341093426
1,0,2020,5,"GWh/mth","agri",6.10568335300012e-05
1,0,2020,5,"GWh/mth","ind_man",0.290139873983946
1,0,2020,5,"GWh/mth","res_com",0.767210843819947
1,0,2020,6,"GWh/mth","agri",4.72671297625167e-05
1,0,2020,6,"GWh/mth","ind_man",0.282742519882236
1,0,2020,6,"GWh/mth","res_com",0.748403952848872
1,0,2020,7,"GWh/mth","agri",6.60696628541223e-05
1,0,2020,7,"GWh/mth","ind_man",0.281874048389416
1,0,2020,7,"GWh/mth","res_com",0.746384295233594
1,0,2020,8,"GWh/mth","agri",0.000726682888471323
1,0,2020,8,"GWh/mth","ind_man",0.290438600144438
1,0,2020,8,"GWh/mth","res_com",0.76763524710167
1,0,2020,9,"GWh/mth","agri",0.00284527401914093
1,0,2020,9,"GWh/mth","ind_man",0.299167763229859
1,0,2020,9,"GWh/mth","res_com",0.790109890224534
1,0,2020,10,"GWh/mth","agri",0.00337935267752316
1,0,2020,10,"GWh/mth","ind_man",0.307116705579777
1,0,2020,10,"GWh/mth","res_com",0.810838163858829
1,0,2020,11,"GWh/mth","agri",0.00109365088346192
1,0,2020,11,"GWh/mth","ind_man",0.314419920978779
1,0,2020,11,"GWh/mth","res_com",0.827477980075809
1,0,2020,12,"GWh/mth","agri",0.00069433816189529
1,0,2020,12,"GWh/mth","ind_man",0.322257281156564
1,0,2020,12,"GWh/mth","res_com",0.847157155388091
1,0,2030,1,"GWh/mth","agri",0.00196585719697345
1,0,2030,1,"GWh/mth","ind_man",0.388470962853775
