model,scenario,region,variable,unit,year,subannual,value
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2040,8,4.619149712288938e-10
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2040,9,7.484493783069911e-10
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2040,year,2.5680606430053683e-09
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,10,8.456054622199477e-10
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,11,4.667266568581635e-10
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,6,3.907854066321734e-12
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,7,1.187453600724769e-10
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,8,5.076914425528165e-10
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,9,7.929425431994117e-10
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2050,year,2.7356193189691385e-09
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Final Energy|Commercial|Water|Irrigation,EJ/yr,2060,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply,billion US$2010/yr,2020,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply,billion US$2010/yr,2030,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply,billion US$2010/yr,2040,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply,billion US$2010/yr,2050,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply,billion US$2010/yr,2060,year,3.809030753088535e-05
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity,billion US$2010/yr,2020,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity,billion US$2010/yr,2030,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity,billion US$2010/yr,2040,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity,billion US$2010/yr,2050,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity,billion US$2010/yr,2060,year,1.2013682995241238e-06
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity|Off-Grid,billion US$2010/yr,2020,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity|Off-Grid,billion US$2010/yr,2030,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity|Off-Grid,billion US$2010/yr,2040,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity|Off-Grid,billion US$2010/yr,2050,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Energy Supply|Electricity|Off-Grid,billion US$2010/yr,2060,year,1.2013682995241238e-06
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Infrastructure|Water|Irrigation,billion US$2010/yr,2020,year,0.0006434645136102215
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Infrastructure|Water|Irrigation,billion US$2010/yr,2030,year,2.536086094089064e-06
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Infrastructure|Water|Irrigation,billion US$2010/yr,2040,year,0.00018295144871078044
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Infrastructure|Water|Irrigation,billion US$2010/yr,2050,year,0.00019010512233523914
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Investment|Infrastructure|Water|Irrigation,billion US$2010/yr,2060,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2020,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2030,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2040,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2050,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity,EJ/yr,2060,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2020,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2030,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,7,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,8,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,9,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2040,year,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,1,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,10,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,11,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,12,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,2,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,3,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,4,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,5,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,6,0.0
MESSAGEix_ZM,MLED_baseline_nexus_full,B10|Lusaka,Secondary Energy|Electricity|Off-Grid,EJ/yr,2050,7,0.0
