model,scenario,region,variable,unit,subannual,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2030,2040,2050,2060
MESSAGEix_ZM,MLED_ambitious_nexus_full,B16|Muchinga,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,3,,,,,,,,,,,,,0.0,3.0000000000000025e-07,6.000000000000005e-07,6.000000000000005e-07,1.0200000000000009e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B16|Muchinga,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,4,,,,,,,,,,,,,0.0,3.0000000000000025e-07,6.000000000000005e-07,6.000000000000005e-07,1.0200000000000009e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B16|Muchinga,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,5,,,,,,,,,,,,,0.0,3.0000000000000025e-07,6.000000000000005e-07,6.000000000000005e-07,1.0500000000000011e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B16|Muchinga,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,6,,,,,,,,,,,,,0.0,3.0000000000000025e-07,6.000000000000005e-07,6.000000000000005e-07,1.0500000000000011e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B16|Muchinga,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,7,,,,,,,,,,,,,0.0,3.0000000000000025e-07,6.000000000000005e-07,6.000000000000005e-07,1.0500000000000011e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B16|Muchinga,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,8,,,,,,,,,,,,,0.0,3.0000000000000025e-07,6.000000000000005e-07,6.000000000000005e-07,1.0500000000000011e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B16|Muchinga,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,9,,,,,,,,,,,,,0.0,3.0000000000000025e-07,6.000000000000005e-07,6.000000000000005e-07,1.0500000000000011e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,1,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.0029699999999999996,0.004230000000000001,0.0061200000000000004
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,10,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.00429,0.006209999999999999
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,11,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.0029699999999999996,0.004260000000000001,0.00615
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,12,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.0029699999999999996,0.004230000000000001,0.0061200000000000004
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,2,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.0029699999999999996,0.004200000000000001,0.00609
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,3,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.004260000000000001,0.0061200000000000004
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,4,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.004260000000000001,0.00615
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,5,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.004260000000000001,0.00618
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,6,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.004260000000000001,0.00618
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,7,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.004260000000000001,0.00618
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,8,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.004260000000000001,0.00618
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water,,9,,,,,,,,,,,,,0.0010800000000000002,0.0019199999999999998,0.003,0.004260000000000001,0.006209999999999999
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,1,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028512,0.004068900000000001,0.0043362
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,10,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0041283,0.0043955999999999995
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,11,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028512,0.0040986,0.0043659
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,12,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028512,0.004068900000000001,0.0043362
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,2,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028512,0.004039200000000001,0.0043064999999999996
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,3,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0040986,0.0043362
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,4,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0040986,0.0043659
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,5,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0040986,0.0043659
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,6,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0040986,0.0043659
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,7,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0040986,0.0043659
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,8,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0040986,0.0043659
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,9,,,,,,,,,,,,,0.0005365500000000001,0.0018414,0.0028809,0.0040986,0.0043955999999999995
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,1,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017226
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,10,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017523
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,11,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017226
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,12,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017226
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,2,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017226
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,3,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017226
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,4,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017226
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,5,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017523
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,6,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017523
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,7,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017523
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,8,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017523
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,9,,,,,,,,,,,,,1.548e-05,5.94e-05,8.91e-05,0.0001188,0.0017523
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,1,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.8800000000000022e-05,4.1100000000000044e-05,4.380000000000004e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,10,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.170000000000004e-05,4.4400000000000036e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,11,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.8800000000000022e-05,4.1400000000000044e-05,4.4100000000000035e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,12,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.8800000000000022e-05,4.1100000000000044e-05,4.380000000000004e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,2,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.8800000000000022e-05,4.0800000000000036e-05,4.3500000000000034e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,3,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.1400000000000044e-05,4.380000000000004e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,4,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.1400000000000044e-05,4.4100000000000035e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,5,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.1400000000000044e-05,4.4100000000000035e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,6,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.1400000000000044e-05,4.4100000000000035e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,7,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.1400000000000044e-05,4.4100000000000035e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,8,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.1400000000000044e-05,4.4100000000000035e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,9,,,,,,,,,,,,,0.00051345,1.8600000000000015e-05,2.910000000000003e-05,4.1400000000000044e-05,4.4400000000000036e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,1,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7400000000000016e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,10,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7700000000000017e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,11,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7400000000000016e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,12,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7400000000000016e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,2,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7400000000000016e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,3,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7400000000000016e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,4,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7400000000000016e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,5,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7700000000000017e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,6,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7700000000000017e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,7,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7700000000000017e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,8,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7700000000000017e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B17|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,9,,,,,,,,,,,,,1.452e-05,6.000000000000005e-07,9.000000000000007e-07,1.200000000000001e-06,1.7700000000000017e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,1,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,10,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,11,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,12,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,2,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00096,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,3,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,4,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,5,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,6,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,7,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,8,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water,,9,,,,,,,,,,,,,0.00026999999999999995,0.00045,0.00069,0.00099,0.00132
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,1,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,10,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,11,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,12,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,2,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009504,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,3,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,4,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,5,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,6,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,7,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,8,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Rural Eff,,9,,,,,,,,,,,,,0.00014039999999999997,0.0004455,0.0006831,0.0009801,0.0012771
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,10,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,11,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,3,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,4,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,6,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,7,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,8,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Connected|Urban Eff,,9,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.97e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,1,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,10,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,11,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,12,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,2,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.600000000000008e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,3,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,4,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,5,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,6,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,7,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,8,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Rural Eff,,9,,,,,,,,,,,,,0.00012959999999999998,4.5000000000000035e-06,6.900000000000006e-06,9.900000000000009e-06,1.290000000000001e-05
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0000000000000025e-07
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,10,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0000000000000025e-07
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,11,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0000000000000025e-07
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,12,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0000000000000025e-07
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0000000000000025e-07
MESSAGEix_ZM,MLED_ambitious_nexus_full,B18|Northern,Water Withdrawal|Municipal Water|Unconnected|Urban Eff,,3,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0000000000000025e-07
